Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Days to Ship Actual (bin),Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales (bin),Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
2,24,Shipped Late,1,$17.46 ,47.00%,Office Supplies,Eagan,United States,Odella Nelson,1,0,1,3/11/2016,CA-2016-118255,55122,Wilson Jones Leather-Like Binders with DublLock Round Rings,8.2062,2,Central,$0 ,17.46,Corporate,3/13/2016,First Class,Minnesota,Binders
4,108,Shipped Early,6,$76.92 ,41.00%,Furniture,Columbus,United States,Julie Prescott,4,0,1,3/11/2016,CA-2016-146171,31907,"Executive Impressions 13"" Clairmont Wall Clock",31.5372,4,South,$0 ,76.92,Home Office,3/15/2016,Standard Class,Georgia,Furnishings
4,675,Shipped Early,6,$481.32 ,26.00%,Office Supplies,Columbus,United States,Julie Prescott,4,0,1,3/11/2016,CA-2016-146171,31907,Iceberg Mobile Mega Data/Printer Cart,125.1432,4,South,$478 ,481.32,Home Office,3/15/2016,Standard Class,Georgia,Storage
0,43,Shipped On Time,0,$30.34 ,31.30%,Furniture,Philadelphia,United States,Brad Thomas,0,20,1,3/11/2016,CA-2016-122511,19140,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",9.48,4,East,$0 ,30.336,Home Office,3/11/2016,Same Day,Pennsylvania,Furnishings
4,342,Shipped Early,6,$244.01 ,-12.90%,Furniture,Vineland,United States,Mick Brown,4,30,1,3/11/2016,US-2016-128902,8360,Chromcraft Round Conference Tables,-31.3722,2,East,$0 ,244.006,Consumer,3/15/2016,Standard Class,New Jersey,Tables
1,21,Shipped On Time,1,$14.90 ,48.00%,Office Supplies,Los Angeles,United States,Karen Ferguson,0,0,1,3/10/2016,CA-2016-159016,90008,Rediform Voice Mail Log Books,7.152,5,West,$0 ,14.9,Home Office,3/11/2016,First Class,California,Paper
3,38,Shipped Late,1,$26.85 ,19.00%,Technology,Los Angeles,United States,Rick Huthwaite,2,0,1,3/10/2016,CA-2016-169663,90045,Kingston Digital DataTraveler 16GB USB 2.0,5.1015,3,West,$0 ,26.85,Home Office,3/13/2016,First Class,California,Accessories
6,248,Shipped On Time,6,$176.78 ,-12.50%,Furniture,Long Beach,United States,Caroline Jumper,5,20,1,3/10/2016,US-2016-112977,11561,O'Sullivan Living Dimensions 5-Shelf Bookcases,-22.098,1,East,$0 ,176.784,Consumer,3/16/2016,Standard Class,New York,Bookcases
4,56,Shipped Early,6,$39.99 ,18.80%,Technology,Philadelphia,United States,Bryan Davis,4,20,1,3/10/2016,US-2016-122182,19143,Plantronics Audio 478 Stereo USB Headset,7.4985,1,East,$0 ,39.992,Consumer,3/14/2016,Standard Class,Pennsylvania,Accessories
1,5829,Shipped On Time,1,"$4,158.91 ",8.80%,Technology,Los Angeles,United States,Karen Ferguson,0,20,1,3/10/2016,CA-2016-159016,90008,Apple iPhone 5,363.9048,8,West,"$3,824 ",4158.912,Home Office,3/11/2016,First Class,California,Phones
3,4706,Shipped Late,1,"$3,357.60 ",11.30%,Technology,Los Angeles,United States,Rick Huthwaite,2,20,1,3/10/2016,CA-2016-169663,90045,Okidata MB760 Printer,377.73,3,West,"$3,346 ",3357.6,Home Office,3/13/2016,First Class,California,Machines
4,147,Shipped Late,3,$104.70 ,6.30%,Office Supplies,Glendale,United States,Maya Herman,4,20,1,3/10/2016,CA-2016-108959,85301,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",6.5435,1,West,$0 ,104.696,Corporate,3/14/2016,Second Class,Arizona,Storage
4,280,Shipped Early,6,$199.75 ,44.00%,Technology,Milford,United States,Rick Bensley,4,0,1,3/9/2016,CA-2016-120803,6460,Microsoft Sculpt Comfort Mouse,87.89,5,East,$0 ,199.75,Home Office,3/13/2016,Standard Class,Connecticut,Accessories
3,16,Shipped Late,1,$11.21 ,30.00%,Office Supplies,Andover,United States,Pamela Stobb,2,0,1,3/9/2016,CA-2016-153269,1810,"Personal Folder Holder, Ebony",3.363,1,East,$0 ,11.21,Consumer,3/12/2016,First Class,Massachusetts,Storage
3,497,Shipped Late,1,$354.90 ,25.00%,Furniture,Andover,United States,Pamela Stobb,2,0,1,3/9/2016,CA-2016-153269,1810,"Situations Contoured Folding Chairs, 4/Set",88.725,5,East,$0 ,354.9,Consumer,3/12/2016,First Class,Massachusetts,Chairs
3,25,Shipped Late,1,$17.94 ,49.00%,Office Supplies,Andover,United States,Pamela Stobb,2,0,1,3/9/2016,CA-2016-153269,1810,Xerox 193,8.7906,3,East,$0 ,17.94,Consumer,3/12/2016,First Class,Massachusetts,Paper
3,73,Shipped Late,1,$51.80 ,45.00%,Office Supplies,Andover,United States,Pamela Stobb,2,0,1,3/9/2016,CA-2016-153269,1810,GBC Binding covers,23.31,4,East,$0 ,51.8,Consumer,3/12/2016,First Class,Massachusetts,Binders
4,159,Shipped Early,6,$113.60 ,39.00%,Furniture,New York City,United States,Giulietta Baptist,4,0,1,3/8/2016,CA-2016-137337,10011,Coloredge Poster Frame,44.304,8,East,$0 ,113.6,Consumer,3/12/2016,Standard Class,New York,Furnishings
4,18,Shipped Early,6,$12.96 ,49.00%,Office Supplies,New York City,United States,Giulietta Baptist,4,0,1,3/8/2016,CA-2016-137337,10011,Xerox 1993,6.3504,2,East,$0 ,12.96,Consumer,3/12/2016,Standard Class,New York,Paper
5,19,Shipped Early,6,$13.90 ,27.00%,Office Supplies,Jackson,United States,Stephanie Phelps,5,0,1,3/8/2016,US-2016-140172,49201,Prang Drawing Pencil Set,3.753,5,Central,$0 ,13.9,Corporate,3/13/2016,Standard Class,Michigan,Art
5,290,Shipped Early,6,$207.14 ,23.30%,Office Supplies,Jackson,United States,Stephanie Phelps,5,10,1,3/8/2016,US-2016-140172,49201,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,48.3336,3,Central,$0 ,207.144,Corporate,3/13/2016,Standard Class,Michigan,Appliances
5,1912,Shipped Early,6,"$1,363.96 ",6.30%,Technology,Miami,United States,Zuschuss Carroll,5,20,1,3/8/2016,CA-2016-169103,33142,Cisco Unified IP Phone 7945G VoIP phone,85.2475,5,South,$956 ,1363.96,Consumer,3/13/2016,Standard Class,Florida,Phones
5,143,Shipped Early,6,$102.36 ,-3.80%,Furniture,Miami,United States,Zuschuss Carroll,5,20,1,3/8/2016,CA-2016-169103,33142,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",-3.8385,3,South,$0 ,102.36,Consumer,3/13/2016,Standard Class,Florida,Furnishings
4,8,Shipped Early,6,$5.98 ,-22.50%,Office Supplies,Philadelphia,United States,Brian DeCherney,4,20,1,3/8/2016,CA-2016-111976,19120,Rubber Band Ball,-1.3464,2,East,$0 ,5.984,Consumer,3/12/2016,Standard Class,Pennsylvania,Fasteners
4,97,Shipped Early,6,$69.46 ,32.50%,Office Supplies,New York City,United States,Giulietta Baptist,4,20,1,3/8/2016,CA-2016-137337,10011,Satellite Sectional Post Binders,22.5732,2,East,$0 ,69.456,Consumer,3/12/2016,Standard Class,New York,Binders
4,39,Shipped Early,6,$27.96 ,30.00%,Technology,Dallas,United States,Sanjit Jacobs,4,20,1,3/8/2016,CA-2016-130400,75217,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",8.388,5,Central,$0 ,27.96,Home Office,3/12/2016,Standard Class,Texas,Accessories
4,205,Shipped Early,6,$146.35 ,33.80%,Office Supplies,Dallas,United States,Sanjit Jacobs,4,20,1,3/8/2016,CA-2016-130400,75217,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",49.3938,3,Central,$0 ,146.352,Home Office,3/12/2016,Standard Class,Texas,Envelopes
4,152,Shipped Early,6,$108.58 ,-23.30%,Technology,Philadelphia,United States,Brian DeCherney,4,40,1,3/8/2016,CA-2016-111976,19120,AT&T 17929 Lendline Telephone,-25.3344,4,East,$0 ,108.576,Consumer,3/12/2016,Standard Class,Pennsylvania,Phones
0,14,Shipped On Time,0,$9.70 ,-73.30%,Office Supplies,Glendale,United States,Patrick Gardner,0,70,1,3/8/2016,CA-2016-106306,85301,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-7.1148,3,West,$0 ,9.702,Consumer,3/8/2016,Same Day,Arizona,Binders
4,12,Shipped Early,6,$8.86 ,-160.00%,Office Supplies,Dallas,United States,Sanjit Jacobs,4,80,1,3/8/2016,CA-2016-130400,75217,Pressboard Hanging Data Binders for Unburst Sheets,-14.1696,9,Central,$0 ,8.856,Home Office,3/12/2016,Standard Class,Texas,Binders
5,30,Shipped Early,6,$21.07 ,7.50%,Technology,Fort Worth,United States,Ed Braxton,5,20,1,3/7/2016,US-2016-137547,76106,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,1.5804,3,Central,$0 ,21.072,Corporate,3/12/2016,Standard Class,Texas,Phones
4,605,Shipped Early,6,$431.94 ,-16.70%,Technology,Philadelphia,United States,Julia Barnett,4,40,1,3/6/2016,US-2016-155173,19120,Wilson SignalBoost 841262 DB PRO Amplifier Kit,-71.99,2,East,$0 ,431.94,Home Office,3/10/2016,Standard Class,Pennsylvania,Phones
4,96,Shipped Early,6,$68.24 ,-18.30%,Technology,Philadelphia,United States,Julia Barnett,4,40,1,3/6/2016,US-2016-155173,19120,Grandstream GXP1160 VoIP phone,-12.5103,3,East,$0 ,68.238,Home Office,3/10/2016,Standard Class,Pennsylvania,Phones
6,205,Shipped On Time,6,$145.98 ,-68.00%,Furniture,Chicago,United States,Lena Cacioppo,5,50,1,3/6/2016,CA-2016-110898,60623,Bevis Rectangular Conference Tables,-99.2664,2,Central,$0 ,145.98,Consumer,3/12/2016,Standard Class,Illinois,Tables
6,223,Shipped On Time,6,$159.04 ,-122.50%,Furniture,Chicago,United States,Lena Cacioppo,5,60,1,3/6/2016,CA-2016-110898,60623,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,-194.824,5,Central,$0 ,159.04,Consumer,3/12/2016,Standard Class,Illinois,Furnishings
4,3,Shipped Early,6,$2.04 ,-73.30%,Office Supplies,Philadelphia,United States,Julia Barnett,4,70,1,3/6/2016,US-2016-155173,19120,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-1.4982,1,East,$0 ,2.043,Home Office,3/10/2016,Standard Class,Pennsylvania,Binders
6,3,Shipped On Time,6,$2.33 ,-270.00%,Office Supplies,Chicago,United States,Lena Cacioppo,5,80,1,3/6/2016,CA-2016-110898,60623,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",-6.3018,3,Central,$0 ,2.334,Consumer,3/12/2016,Standard Class,Illinois,Appliances
6,2,Shipped On Time,6,$1.73 ,-160.00%,Office Supplies,Chicago,United States,Lena Cacioppo,5,80,1,3/6/2016,CA-2016-110898,60623,Peel & Stick Add-On Corner Pockets,-2.7648,4,Central,$0 ,1.728,Consumer,3/12/2016,Standard Class,Illinois,Binders
6,209,Shipped On Time,6,$149.35 ,33.80%,Office Supplies,Dallas,United States,Rob Williams,5,20,1,3/5/2016,CA-2016-165218,75220,Cameo Buff Policy Envelopes,50.4063,3,Central,$0 ,149.352,Corporate,3/11/2016,Standard Class,Texas,Envelopes
6,18,Shipped On Time,6,$12.99 ,-6.30%,Office Supplies,Dallas,United States,Rob Williams,5,20,1,3/5/2016,CA-2016-165218,75220,Acco Perma 4000 Stacking Storage Drawers,-0.812,1,Central,$0 ,12.992,Corporate,3/11/2016,Standard Class,Texas,Storage
6,24,Shipped On Time,6,$16.99 ,29.00%,Office Supplies,San Diego,United States,Michael Granlund,5,0,1,3/4/2016,CA-2016-154053,92024,Berol Giant Pencil Sharpener,4.9271,1,West,$0 ,16.99,Home Office,3/10/2016,Standard Class,California,Art
4,180,Shipped Early,6,$128.40 ,50.00%,Office Supplies,Mishawaka,United States,Rick Duston,4,0,1,3/4/2016,CA-2016-164637,46544,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2,3,Central,$0 ,128.4,Consumer,3/8/2016,Standard Class,Indiana,Binders
4,224,Shipped Early,6,$159.98 ,36.00%,Technology,Dover,United States,Eleni McCrary,4,0,1,3/4/2016,CA-2016-158358,3820,Logitech G602 Wireless Gaming Mouse,57.5928,2,East,$0 ,159.98,Corporate,3/8/2016,Standard Class,New Hampshire,Accessories
4,14,Shipped Late,3,$10.08 ,35.00%,Office Supplies,Miami,United States,Randy Ferguson,4,20,1,3/4/2016,CA-2016-122518,33180,Avery 518,3.528,4,South,$0 ,10.08,Corporate,3/8/2016,Second Class,Florida,Labels
5,628,Shipped Early,6,$447.86 ,49.00%,Office Supplies,Newark,United States,Brosina Hoffman,5,0,1,3/3/2016,CA-2016-112123,19711,GBC ProClick Punch Binding System,219.4514,7,East,$0 ,447.86,Consumer,3/8/2016,Standard Class,Delaware,Binders
5,673,Shipped Early,6,$479.95 ,27.00%,Technology,Newark,United States,Brosina Hoffman,5,0,1,3/3/2016,CA-2016-112123,19711,Pyle PMP37LED,129.5865,5,East,$478 ,479.95,Consumer,3/8/2016,Standard Class,Delaware,Phones
5,233,Shipped Early,6,$166.44 ,48.00%,Office Supplies,Newark,United States,Brosina Hoffman,5,0,1,3/3/2016,CA-2016-112123,19711,Xerox 194,79.8912,3,East,$0 ,166.44,Consumer,3/8/2016,Standard Class,Delaware,Paper
5,189,Shipped Late,3,$134.85 ,28.00%,Technology,Bloomington,United States,Craig Carreira,5,0,1,3/3/2016,CA-2016-167759,47401,Plantronics Encore H101 Dual Earpieces Headset,37.758,3,Central,$0 ,134.85,Consumer,3/8/2016,Second Class,Indiana,Phones
0,36,Shipped On Time,0,$25.35 ,30.00%,Office Supplies,San Francisco,United States,Theresa Swint,0,0,1,3/3/2016,CA-2016-120005,94110,"Elite 5"" Scissors",7.605,3,West,$0 ,25.35,Corporate,3/3/2016,Same Day,California,Supplies
0,49,Shipped On Time,0,$35.28 ,34.00%,Furniture,San Francisco,United States,Theresa Swint,0,0,1,3/3/2016,CA-2016-120005,94110,"Executive Impressions 10"" Spectator Wall Clock",11.9952,3,West,$0 ,35.28,Corporate,3/3/2016,Same Day,California,Furnishings
3,60,Shipped Late,1,$42.78 ,36.30%,Office Supplies,Odessa,United States,Jason Gross,2,20,1,3/3/2016,CA-2016-116799,79762,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",15.5092,7,Central,$0 ,42.784,Corporate,3/6/2016,First Class,Texas,Paper
5,51,Shipped Early,6,$36.60 ,32.50%,Office Supplies,San Antonio,United States,Chris Cortes,5,20,1,3/3/2016,CA-2016-145730,78207,"White Envelopes, White Envelopes with Clear Poly Window",11.895,3,Central,$0 ,36.6,Consumer,3/8/2016,Standard Class,Texas,Envelopes
5,5508,Shipped Early,6,"$3,930.07 ",-20.00%,Office Supplies,Round Rock,United States,Alex Avila,5,20,1,3/3/2016,CA-2016-103982,78664,High Speed Automatic Electric Letter Opener,-786.0144,3,Central,"$3,824 ",3930.072,Consumer,3/8/2016,Standard Class,Texas,Supplies
5,3,Shipped Early,6,$2.30 ,33.80%,Office Supplies,Round Rock,United States,Alex Avila,5,20,1,3/3/2016,CA-2016-103982,78664,"Acco Banker's Clasps, 5 3/4""-Long",0.7776,1,Central,$0 ,2.304,Consumer,3/8/2016,Standard Class,Texas,Fasteners
5,605,Shipped Early,6,$431.98 ,7.50%,Technology,Round Rock,United States,Alex Avila,5,20,1,3/3/2016,CA-2016-103982,78664,Polycom VVX 310 VoIP phone,32.3982,3,Central,$0 ,431.976,Consumer,3/8/2016,Standard Class,Texas,Phones
5,58,Shipped Early,6,$41.72 ,13.80%,Technology,Round Rock,United States,Alex Avila,5,20,1,3/3/2016,CA-2016-103982,78664,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",5.7365,7,Central,$0 ,41.72,Consumer,3/8/2016,Standard Class,Texas,Accessories
3,790,Shipped Late,1,$563.43 ,-10.00%,Furniture,Odessa,United States,Jason Gross,2,30,1,3/3/2016,CA-2016-116799,79762,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,-56.343,5,Central,$478 ,563.43,Corporate,3/6/2016,First Class,Texas,Chairs
5,894,Shipped Early,6,$637.90 ,-20.00%,Furniture,San Antonio,United States,Chris Cortes,5,30,1,3/3/2016,CA-2016-145730,78207,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-127.5792,3,Central,$478 ,637.896,Consumer,3/8/2016,Standard Class,Texas,Tables
5,404,Shipped Early,6,$287.91 ,11.70%,Technology,San Antonio,United States,Chris Cortes,5,40,1,3/3/2016,CA-2016-145730,78207,Canon PC170 Desktop Personal Copier,33.5895,3,Central,$0 ,287.91,Consumer,3/8/2016,Standard Class,Texas,Machines
4,37,Shipped Early,6,$26.38 ,46.00%,Office Supplies,Yonkers,United States,Karen Daniels,4,0,1,3/1/2016,US-2016-143819,10701,Easy-staple paper,12.1348,1,East,$0 ,26.38,Consumer,3/5/2016,Standard Class,New York,Paper
4,509,Shipped Early,6,$362.92 ,29.00%,Office Supplies,Yonkers,United States,Karen Daniels,4,0,1,3/1/2016,US-2016-143819,10701,Adjustable Depth Letter/Legal Cart,105.2468,2,East,$0 ,362.92,Consumer,3/5/2016,Standard Class,New York,Storage
4,6868,Shipped Early,6,"$4,899.93 ",49.00%,Technology,Yonkers,United States,Karen Daniels,4,0,1,3/1/2016,US-2016-143819,10701,Ativa V4110MDD Micro-Cut Shredder,2400.9657,7,East,"$4,780 ",4899.93,Consumer,3/5/2016,Standard Class,New York,Machines
7,224,Shipped Late,6,$159.98 ,8.70%,Technology,Denver,United States,Odella Nelson,6,20,1,3/1/2016,US-2016-151862,80219,RCA ViSYS 25423RE1 Corded phone,13.9986,2,West,$0 ,159.984,Corporate,3/8/2016,Standard Class,Colorado,Phones
4,1173,Shipped Early,6,$836.59 ,-31.70%,Furniture,Yonkers,United States,Karen Daniels,4,40,1,3/1/2016,US-2016-143819,10701,Chromcraft Round Conference Tables,-264.9208,8,East,$478 ,836.592,Consumer,3/5/2016,Standard Class,New York,Tables
4,156,Shipped Early,6,$111.10 ,7.50%,Office Supplies,Newark,United States,Lena Cacioppo,4,20,1,2/29/2016,CA-2016-111283,43055,Newell 34,8.3328,7,East,$0 ,111.104,Consumer,3/4/2016,Standard Class,Ohio,Art
7,51,Shipped Late,6,$36.48 ,50.00%,Office Supplies,New York City,United States,Rick Reed,6,0,1,2/28/2016,CA-2016-101623,10035,Staples,18.24,6,East,$0 ,36.48,Corporate,3/6/2016,Standard Class,New York,Fasteners
3,240,Shipped Late,1,$170.88 ,29.00%,Office Supplies,New York City,United States,Dan Lawera,2,0,1,2/27/2016,CA-2016-102456,10011,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",49.5552,3,East,$0 ,170.88,Consumer,3/1/2016,First Class,New York,Appliances
3,80,Shipped On Time,3,$56.82 ,50.00%,Office Supplies,La Crosse,United States,Eric Barreto,2,0,1,2/27/2016,CA-2016-101448,54601,Flexible Leather- Look Classic Collection Ring Binder,28.41,3,Central,$0 ,56.82,Consumer,3/1/2016,Second Class,Wisconsin,Binders
4,23,Shipped Early,6,$16.19 ,-42.50%,Furniture,Houston,United States,Don Weiss,4,60,1,2/27/2016,CA-2016-128706,77070,DAX Two-Tone Silver Metal Document Frame,-6.8816,2,Central,$0 ,16.192,Consumer,3/2/2016,Standard Class,Texas,Furnishings
2,65,Shipped Early,3,$46.72 ,37.50%,Office Supplies,Newark,United States,Bruce Degenhardt,1,20,1,2/25/2016,CA-2016-165015,43055,Staple envelope,17.52,5,East,$0 ,46.72,Consumer,2/27/2016,Second Class,Ohio,Envelopes
4,81,Shipped Early,6,$57.58 ,37.50%,Office Supplies,Philadelphia,United States,Alyssa Crouse,4,20,1,2/23/2016,CA-2016-144400,19120,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",21.591,3,East,$0 ,57.576,Corporate,2/27/2016,Standard Class,Pennsylvania,Envelopes
6,687,Shipped On Time,6,$490.32 ,28.00%,Office Supplies,Milwaukee,United States,Paul Van Hugh,5,0,1,2/22/2016,CA-2016-119025,53209,Belkin 5 Outlet SurgeMaster Power Centers,137.2896,9,Central,$478 ,490.32,Home Office,2/28/2016,Standard Class,Wisconsin,Appliances
4,51,Shipped Early,6,$36.24 ,42.00%,Technology,Los Angeles,United States,Tracy Zic,4,0,1,2/22/2016,US-2016-143280,90045,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,15.2208,1,West,$0 ,36.24,Consumer,2/26/2016,Standard Class,California,Accessories
4,15,Shipped Early,6,$10.65 ,47.00%,Office Supplies,Los Angeles,United States,Tracy Zic,4,0,1,2/22/2016,US-2016-143280,90045,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.0055,3,West,$0 ,10.65,Consumer,2/26/2016,Standard Class,California,Fasteners
4,625,Shipped Early,6,$445.96 ,12.50%,Technology,Los Angeles,United States,Tracy Zic,4,20,1,2/22/2016,US-2016-143280,90045,AT&T 1070 Corded Phone,55.745,5,West,$0 ,445.96,Consumer,2/26/2016,Standard Class,California,Phones
5,18,Shipped Late,3,$12.99 ,6.00%,Technology,Los Angeles,United States,Matthew Clasen,5,0,1,2/21/2016,CA-2016-139010,90032,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,0.7794,1,West,$0 ,12.99,Corporate,2/26/2016,Second Class,California,Accessories
5,630,Shipped Late,3,$449.15 ,2.00%,Office Supplies,Los Angeles,United States,Matthew Clasen,5,0,1,2/21/2016,CA-2016-139010,90032,Fellowes Officeware Wire Shelving,8.983,5,West,$0 ,449.15,Corporate,2/26/2016,Second Class,California,Storage
5,97,Shipped Early,6,$68.95 ,42.00%,Furniture,Oceanside,United States,Benjamin Venier,5,0,1,2/21/2016,US-2016-168410,11572,9-3/4 Diameter Round Wall Clock,28.959,5,East,$0 ,68.95,Corporate,2/26/2016,Standard Class,New York,Furnishings
5,415,Shipped Early,6,$296.37 ,27.00%,Office Supplies,Oceanside,United States,Benjamin Venier,5,0,1,2/21/2016,US-2016-168410,11572,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",80.0199,3,East,$0 ,296.37,Corporate,2/26/2016,Standard Class,New York,Storage
5,56,Shipped Early,6,$39.98 ,5.00%,Technology,Oceanside,United States,Benjamin Venier,5,0,1,2/21/2016,US-2016-168410,11572,iOttie HLCRIO102 Car Mount,1.999,2,East,$0 ,39.98,Corporate,2/26/2016,Standard Class,New York,Phones
1,190,Shipped On Time,1,$135.80 ,49.00%,Furniture,New York City,United States,Erin Ashbrook,0,0,1,2/21/2016,CA-2016-121447,10011,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",66.542,7,East,$0 ,135.8,Corporate,2/22/2016,First Class,New York,Furnishings
5,26,Shipped Late,3,$18.56 ,35.00%,Office Supplies,Los Angeles,United States,Matthew Clasen,5,20,1,2/21/2016,CA-2016-139010,90032,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",6.496,4,West,$0 ,18.56,Corporate,2/26/2016,Second Class,California,Binders
5,44,Shipped Late,3,$31.25 ,35.00%,Office Supplies,Los Angeles,United States,Matthew Clasen,5,20,1,2/21/2016,CA-2016-139010,90032,Avery Heavy-Duty EZD  Binder With Locking Rings,10.9368,7,West,$0 ,31.248,Corporate,2/26/2016,Second Class,California,Binders
4,606,Shipped Early,6,$432.46 ,7.50%,Office Supplies,Tampa,United States,Lindsay Castell,4,20,1,2/21/2016,US-2016-139262,33614,Standard Rollaway File with Lock,32.4342,3,South,$0 ,432.456,Home Office,2/25/2016,Standard Class,Florida,Storage
4,5,Shipped Early,6,$3.76 ,-73.30%,Office Supplies,Tampa,United States,Lindsay Castell,4,70,1,2/21/2016,US-2016-139262,33614,Avery Durable Slant Ring Binders With Label Holder,-2.7588,3,South,$0 ,3.762,Home Office,2/25/2016,Standard Class,Florida,Binders
4,49,Shipped Early,6,$34.86 ,-76.70%,Office Supplies,Tampa,United States,Lindsay Castell,4,70,1,2/21/2016,US-2016-139262,33614,Avery Arch Ring Binders,-26.726,2,South,$0 ,34.86,Home Office,2/25/2016,Standard Class,Florida,Binders
7,23,Shipped Late,6,$16.50 ,33.80%,Office Supplies,Nashville,United States,Alan Hwang,6,20,1,2/20/2016,CA-2016-166485,37211,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",5.5674,2,South,$0 ,16.496,Consumer,2/27/2016,Standard Class,Tennessee,Paper
5,62,Shipped Early,6,$44.46 ,33.00%,Furniture,New York City,United States,Greg Tran,5,0,1,2/19/2016,CA-2016-123274,10035,"Executive Impressions 14"" Contract Wall Clock",14.6718,2,East,$0 ,44.46,Consumer,2/24/2016,Standard Class,New York,Furnishings
5,341,Shipped Early,6,$242.94 ,4.00%,Office Supplies,New York City,United States,Greg Tran,5,0,1,2/19/2016,CA-2016-123274,10035,Carina Double Wide Media Storage Towers in Natural & Black,9.7176,3,East,$0 ,242.94,Consumer,2/24/2016,Standard Class,New York,Storage
4,12,Shipped Late,3,$8.67 ,47.00%,Office Supplies,Long Beach,United States,Cyma Kinney,4,0,1,2/19/2016,CA-2016-101630,11561,Staple-on labels,4.0749,3,East,$0 ,8.67,Corporate,2/23/2016,Second Class,New York,Labels
4,36,Shipped Late,3,$25.71 ,26.00%,Office Supplies,Long Beach,United States,Cyma Kinney,4,0,1,2/19/2016,CA-2016-101630,11561,Acme Office Executive Series Stainless Steel Trimmers,6.6846,3,East,$0 ,25.71,Corporate,2/23/2016,Second Class,New York,Supplies
3,99,Shipped On Time,3,$70.88 ,47.00%,Office Supplies,San Francisco,United States,Greg Tran,2,0,1,2/19/2016,CA-2016-106460,94109,Xerox 1880,33.3136,2,West,$0 ,70.88,Consumer,2/22/2016,Second Class,California,Paper
4,320,Shipped Early,6,$227.96 ,16.00%,Furniture,Belleville,United States,John Dryer,4,0,1,2/16/2016,CA-2016-134138,7109,Hon Comfortask Task/Swivel Chairs,36.4736,2,East,$0 ,227.96,Consumer,2/20/2016,Standard Class,New Jersey,Chairs
7,446,Shipped Late,6,$318.08 ,11.00%,Furniture,Henderson,United States,Giulietta Weimer,6,0,1,2/16/2016,CA-2016-108105,42420,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,34.9888,4,South,$0 ,318.08,Consumer,2/23/2016,Standard Class,Kentucky,Furnishings
7,8,Shipped Late,6,$5.80 ,45.00%,Office Supplies,Henderson,United States,Giulietta Weimer,6,0,1,2/16/2016,CA-2016-108105,42420,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,2.61,1,South,$0 ,5.8,Consumer,2/23/2016,Standard Class,Kentucky,Binders
4,126,Shipped Early,6,$89.97 ,44.00%,Technology,New York City,United States,Jill Fjeld,4,0,1,2/16/2016,CA-2016-105781,10024,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,39.5868,3,East,$0 ,89.97,Consumer,2/20/2016,Standard Class,New York,Accessories
4,458,Shipped Early,6,$326.65 ,12.20%,Furniture,New York City,United States,Jill Fjeld,4,10,1,2/16/2016,CA-2016-105781,10024,Hon Every-Day Chair Series Swivel Task Chairs,39.9234,3,East,$0 ,326.646,Consumer,2/20/2016,Standard Class,New York,Chairs
4,10,Shipped Early,6,$6.98 ,26.30%,Office Supplies,Chicago,United States,Erin Ashbrook,4,20,1,2/16/2016,CA-2016-168956,60623,Advantus Push Pins,1.8312,4,Central,$0 ,6.976,Corporate,2/20/2016,Standard Class,Illinois,Fasteners
